_id.dl_date,_id.dl_oc,_id.dl_occ,dl_count
52,"Meerut (Uttar Pradesh)","Meerut",192.0
52,"Mehedipatnam (Andhra Pradesh)","Hyderabad",29.0
52,"Moradabad_DC (Uttar Pradesh)","Bareilly",190.0
52,"Mumbai Borivali (Maharashtra)","Mumbai",18.0
52,"Mumbai Hub (Maharashtra)","Mumbai",7.0
52,"Mumbai South (Maharashtra)","Mumbai",1.0
52,"Mumbai_Andheri_PC (Maharashtra)","Mumbai",3620.0
52,"Mumbai_CottonGreen_PC (Maharashtra)","Mumbai",1.0
52,"Mumbai_Jogeshwari_Dc (Maharashtra)","Mumbai",5.0
52,"Mumbai_Kalyan (Maharashtra)","Mumbai",3.0
52,"Mumbai_MaladWest_CP (Maharashtra)","Mumbai",3.0
52,"Mysore (Karnataka)","Mysore",30.0
52,"Nagpur_Bajajnagar_Dc (Maharashtra)","Nagpur",117.0
52,"Nalasopara (Maharashtra)","Mumbai",4.0
52,"Nanded_Dc (Maharashtra)","Nanded",17.0
52,"Nashik Road (Maharashtra)","Nashik",44.0
52,"North BLR (Karnataka)","Bangalore",8.0
52,"PNQ Marketyard DPC (Maharashtra)","Pune",2.0
52,"Panipat_PC (Haryana)","Panipat",184.0
52,"Patiala (Punjab)","Patiala",25.0
52,"Perungudi (Tamil Nadu)","Chennai",1.0
52,"Pondicherry (Pondicherry)","Pondicherry",95.0
52,"Pune Fatima Nagar (Maharashtra)","Pune",1.0
52,"Pune Hub (Maharashtra)","Pune",304.0
52,"Pune_PC (Maharashtra)","Pune",7.0
52,"RS.Davanagere (Karnataka)","Davangere",5.0
52,"Raipur_DC (Chhattisgarh)","Raipur",181.0
52,"Raipur_Sunder Nagar_DC (Chhattisgarh)","Raipur",103.0
52,"Rajamundry_DC (Andhra Pradesh)","Rajamundry",53.0
52,"Rajkot (Gujarat)","Rajkot",245.0
52,"Ranchi_1 (Jharkhand)","Ranchi",45.0
52,"Rohtak (Haryana)","Rohtak",39.0
52,"Rourkela (Orissa)","Rourkela",1.0
52,"Rudrapur (Uttarakhand)","Rudrapur",27.0
52,"Salem (Tamil Nadu)","Salem",12.0
52,"Sangli_Dc (Maharashtra)","Sangli",4.0
52,"Silvassa_DC (Gujarat)","Silvassa",11.0
52,"Solapur_DC (Maharashtra)","Solapur",4.0
52,"Sonipat (Haryana)","Sonipat",24.0
52,"South Goa (Goa)","Goa",2.0
52,"Star CJ implant (Maharashtra)","Mumbai",248.0
52,"StarCJ_BLR (Karnataka)","Bangalore",276.0
52,"StarCJ_HYD (Andhra Pradesh)","Hyderabad",37.0
52,"Sukhrali PC (Delhi)","Delhi NCR",21.0
52,"Surat_Magob_Dc (Gujarat)","Surat",235.0
52,"Surat_Pc (Gujarat)","Surat",623.0
52,"Thanjavur_DC (Tamil Nadu)","Tiruchi",3.0
52,"Tiruchi (Tamil Nadu)","Tiruchi",4.0
52,"Tirupati (Andhra Pradesh)","Tirupati",11.0
52,"Tirupur (Tamil Nadu)","Tirupur",519.0
52,"Udaipur_DC (Rajasthan)","Udaipur",29.0
52,"Udupi (Karnataka)","Mangalore",1.0
52,"Vadodara (Gujarat)","Vadodara",91.0
52,"Valsad_DC (Gujarat)","Vapi",2.0
52,"Vapi (Gujarat)","Vapi",11.0
52,"Varanasi (Uttar Pradesh)","Varanasi",29.0
52,"Vellore_DC (Tamil Nadu)","Vellore",3.0
52,"Vijayawada (Andhra Pradesh)","Vijayawada",17.0
52,"Vishakhapatnam (Andhra Pradesh)","Vishakhapatnam",42.0
52,"Vizag _NAD (Andhra Pradesh)","Vishakhapatnam",1.0
52,"cuttack (Orissa)","Cuttack",6.0
52,"dhanbad (Jharkhand)","Dhanbad",4.0
52,"jammu_Central (Jammu & Kashmir)","Jammu",14.0
52,"jamshedpur (Jharkhand)","Jamshedpur",19.0
52,"srinagar_central (Jammu & Kashmir)","Srinagar",1.0
52,"srinagar_south (Jammu & Kashmir)","Srinagar",2.0
53,,,135.0
53,"AMD_PC (Gujarat)","Ahmedabad",1294.0
53,"Agra (Uttar Pradesh)","Agra",1.0
53,"Aligarh (Uttar Pradesh)","Aligarh",62.0
53,"Allahabad (Uttar Pradesh)","Allahabad",4.0
53,"Ambala (Haryana)","Ambala",145.0
53,"Amritsar_DC (Punjab)","Amritsar",269.0
53,"BLR_HSR_Layout_PC (Karnataka)","Bangalore",27.0
53,"BLR_HegdeNagar_PC (Karnataka)","Bangalore",4258.0
53,"BLR_JPNagar_Pc (Karnataka)","Bangalore",5.0
53,"Bareilly (Uttar Pradesh)","Bareilly",15.0
53,"Bengaluru_Jayanagar (Karnataka)","Bangalore",1.0
53,"Bengaluru_Rajajinagar_Dc (Karnataka)","Bangalore",25.0
53,"Bhatinda (Punjab)","Bhatinda",29.0
53,"Bhiwandi_Pc (Maharashtra)","Mumbai",974.0
53,"Bhubaneshwar_Nayapalli (Orissa)","Bhubaneshwar",2.0
53,"Bikaner_DC (Rajasthan)","Bikaner",1.0
53,"Blr_Domlur (Karnataka)","Bangalore",6.0
53,"CCU_Gopalpur_PC (West Bengal)","Kolkata",1567.0
53,"Chandigarh_Hub (Chandigarh)","Chandigarh",13.0
53,"Chennai_Alandur _Pc (Tamil Nadu)","Chennai",11.0
53,"Chennai_AshokNagar_DC (Tamil Nadu)","Chennai",6.0
53,"Dehradun (Uttarakhand)","Dehradun",1.0
53,"Del_B_RPC (Delhi)",,1.0
53,"Del_B_RPC (Delhi)","Delhi NCR",1073.0
53,"Del_Okhla_PC (Delhi)","Delhi NCR",1659.0
53,"Delhi_S_PC (Delhi)","Delhi NCR",3532.0
53,"GGN_Gateway (Haryana)","Delhi NCR",5547.0
53,"GZB_Mohan_Nagar_DPC (Uttar Pradesh)","Delhi NCR",86.0
53,"Gorakhpur (Uttar Pradesh)","Gorakhpur",39.0
53,"HS18 Daruhera Implant (Delhi)","Delhi NCR",489.0
53,"Hisar (Haryana)","Hisar",8.0
53,"Hyd_BkGuda_Dc (Andhra Pradesh)","Hyderabad",2.0
53,"Hyd_East (Andhra Pradesh)","Hyderabad",7.0
53,"Hyd_Hub (Andhra Pradesh)","Hyderabad",136.0
53,"Hyd_Kavadiguda_Dc (Andhra Pradesh)","Hyderabad",2.0
53,"Hyd_Mehdipatnam_PC (Andhra Pradesh)","Hyderabad",3.0
53,"Hyd_North (Andhra Pradesh)","Hyderabad",59.0
53,"Jaipur_Hub (Rajasthan)","Jaipur",255.0
53,"Jalandhar_DC (Punjab)","Jalandhar",148.0
53,"Jalandhar_Sodal Road (Punjab)","Jalandhar",2.0
53,"Jammu_SubhashNagar_DC (Jammu & Kashmir)","Jammu",53.0
53,"Jodhpur (Rajasthan)","Jodhpur",30.0
53,"Kirtinagar_PC (Delhi)","Delhi NCR",147.0
53,"Kolhapur_DC (Maharashtra)","Kolhapur",26.0
53,"Kota (Rajasthan)","Kota",8.0
53,"Lucknow (Uttar Pradesh)","Lucknow",1.0
53,"Lucknow_Aliganj (Uttar Pradesh)","Lucknow",8.0
53,"Ludhiana_DC (Punjab)","Ludhiana",98.0
53,"Meerut (Uttar Pradesh)","Meerut",75.0
53,"Moradabad_DC (Uttar Pradesh)","Bareilly",56.0
53,"Mumbai Borivali (Maharashtra)","Mumbai",6.0
53,"Mumbai Hub (Maharashtra)","Mumbai",4.0
53,"Mumbai Lower Parel (Maharashtra)","Mumbai",1.0
53,"Mumbai_Andheri_PC (Maharashtra)","Mumbai",511.0
53,"Nalasopara (Maharashtra)","Mumbai",1.0
53,"PNQ Marketyard DPC (Maharashtra)","Pune",1.0
53,"Patiala (Punjab)","Patiala",9.0
53,"Pune Fatima Nagar (Maharashtra)","Pune",3.0
53,"Pune Hub (Maharashtra)","Pune",95.0
53,"Raipur_DC (Chhattisgarh)","Raipur",16.0
53,"Rajamundry_DC (Andhra Pradesh)","Rajamundry",16.0
53,"Rajkot (Gujarat)","Rajkot",45.0
53,"Sangli_Dc (Maharashtra)","Sangli",1.0
53,"Shillong (Meghalaya)","Shillong",6.0
53,"Solapur_DC (Maharashtra)","Solapur",2.0
53,"Sonipat (Haryana)","Sonipat",1.0
53,"Star CJ implant (Maharashtra)","Mumbai",761.0
53,"StarCJ_BLR (Karnataka)","Bangalore",530.0
53,"Surat_Magob_Dc (Gujarat)","Surat",2.0
53,"Surat_Pc (Gujarat)","Surat",1.0
53,"Tiruchi (Tamil Nadu)","Tiruchi",5.0
53,"Tirupati (Andhra Pradesh)","Tirupati",3.0
53,"Tirupur (Tamil Nadu)","Tirupur",179.0
53,"Vapi (Gujarat)","Vapi",77.0
53,"Varanasi (Uttar Pradesh)","Varanasi",2.0
53,"Vishakhapatnam (Andhra Pradesh)","Vishakhapatnam",22.0
53,"cuttack (Orissa)","Cuttack",4.0
53,"srinagar_south (Jammu & Kashmir)","Srinagar",7.0
54,,,306.0
54,"AMD_PC (Gujarat)","Ahmedabad",761.0
54,"AMD_Tragad_DPC (Gujarat)","Ahmedabad",1.0
54,"Agra (Uttar Pradesh)","Agra",869.0
54,"Airport (Tamil Nadu)","Chennai",18.0
54,"Ajmer_DC (Rajasthan)","Ajmer",26.0
54,"Allahabad (Uttar Pradesh)","Allahabad",11.0
54,"Ambala (Haryana)","Ambala",55.0
54,"Amdavad_Central (Gujarat)","Ahmedabad",1.0
54,"Amritsar_DC (Punjab)","Amritsar",52.0
54,"Anand_Dc (Gujarat)","Anand",26.0
54,"Aurangabad (Maharashtra)","Aurangabad",54.0
54,"BLR_HSR_Layout_PC (Karnataka)","Bangalore",164.0
54,"BLR_HegdeNagar_PC (Karnataka)","Bangalore",4575.0
54,"BLR_JPNagar_Pc (Karnataka)","Bangalore",14.0
54,"BLR_Tippasandra_DPC (Karnataka)","Bangalore",1.0
54,"Bareilly (Uttar Pradesh)","Bareilly",25.0
54,"Begumpet HYD (Andhra Pradesh)","Hyderabad",19.0
54,"Belgaum_Dc (Karnataka)","Belgaum",64.0
54,"Bengaluru_Banaswadi_Dc (Karnataka)","Bangalore",4.0
54,"Bengaluru_Bellandur (Karnataka)","Bangalore",8.0
54,"Bengaluru_East (Karnataka)","Bangalore",2.0
54,"Bengaluru_Marathalli_Dc (Karnataka)","Bangalore",4.0
54,"Bengaluru_Mathikere_Dc (Karnataka)","Bangalore",20.0
54,"Bengaluru_Nandinilayout_Dc (Karnataka)","Bangalore",30.0
54,"Bengaluru_RTNagar_Dc (Karnataka)","Bangalore",9.0
54,"Bengaluru_Rajajinagar_Dc (Karnataka)","Bangalore",35.0
54,"Bengaluru_South (Karnataka)","Bangalore",3.0
54,"Bengaluru_Vijayanagar_Dc (Karnataka)","Bangalore",26.0
54,"Bengaluru_Yelahanka_Dc (Karnataka)","Bangalore",19.0
54,"Berhampur_DC (Orissa)","Behrampur",77.0
54,"Bhatinda (Punjab)","Bhatinda",28.0
54,"Bhavnagar_Dc (Gujarat)","Bhavnagar",20.0
54,"Bhiwandi_Pc (Maharashtra)","Mumbai",4229.0
54,"Bhopal_Hub (Madhya Pradesh)","Bhopal",56.0
54,"Bhopal_Kartar Arcade (Madhya Pradesh)","Bhopal",4.0
54,"Bhubaneshwar_1 (Orissa)","Bhubaneshwar",117.0
54,"Bhubaneshwar_Nayapalli (Orissa)","Bhubaneshwar",6.0
54,"Bikaner_DC (Rajasthan)","Bikaner",14.0
54,"Blr_Domlur (Karnataka)","Bangalore",539.0
54,"Blr_Ganabharathi (Karnataka)","Bangalore",84.0
54,"Bokaro (Jharkhand)","Bokaro",1.0
54,"CCU_Beliaghata_DPC (West Bengal)","Kolkata",4.0
54,"CCU_DumDum_DPC (West Bengal)","Kolkata",250.0
54,"CCU_Gopalpur_PC (West Bengal)","Kolkata",1396.0
54,"CJB (Tamil Nadu)","Coimbatore",56.0
54,"Chandigarh_Hub (Chandigarh)","Chandigarh",452.0
54,"Chennai_Alandur _Pc (Tamil Nadu)","Chennai",968.0
54,"Chennai_AshokNagar_DC (Tamil Nadu)","Chennai",38.0
54,"Chennai_Avadi (Tamil Nadu)","Chennai",3.0
54,"Chennai_Ayanavaram (Tamil Nadu)","Chennai",1.0
54,"Chennai_Hub (Tamil Nadu)","Chennai",1.0
54,"Chennai_Madhavaram_DC (Tamil Nadu)","Chennai",10.0
54,"Chennai_Mylapore (Tamil Nadu)","Chennai",19.0
54,"Chennai_Perungudi_DPC (Tamil Nadu)","Chennai",2.0
54,"Chennai_Poonamallee (Tamil Nadu)","Chennai",6.0
54,"Chennai_Porur_DC (Tamil Nadu)","Chennai",18.0
54,"Cjb_West_Dc (Tamil Nadu)","Coimbatore",36.0
54,"Dehradun (Uttarakhand)","Dehradun",113.0
54,"Del_B_RPC (Delhi)","Delhi NCR",1.0
54,"Del_Okhla_PC (Delhi)","Delhi NCR",6266.0
54,"Delhi_S_PC (Delhi)","Delhi NCR",7514.0
54,"Dhanbad_Hirapur (Jharkhand)","Dhanbad",2.0
54,"Dharwad_Dc (Karnataka)","Hubli",8.0
54,"Durg_Bhilai_DC (Chhattisgarh)","Durg-Bhilainagar",6.0
54,"Erode (Tamil Nadu)","Erode",35.0
54,"GGN_DPC (Haryana)","Delhi NCR",1.0
54,"GGN_Gateway (Haryana)","Delhi NCR",7906.0
54,"GZB_Mohan_Nagar_DPC (Uttar Pradesh)","Delhi NCR",91.0
54,"Goa_Ponda_Dc (Goa)","Goa",35.0
54,"Guntur_DC (Andhra Pradesh)","Guntur",4.0
54,"Guwahati_North (Assam)","Guwahati",14.0
54,"Guwahati_Sixmile (Assam)","Guwahati",1.0
54,"Guwahati_South (Assam)","Guwahati",1.0
54,"Guwahati_West (Assam)","Guwahati",11.0
54,"Gwalior_DC (Madhya Pradesh)","Gwalior",525.0
54,"HBR Layout PC (Karnataka)","Bangalore",178.0
54,"HS18 Daruhera Implant (Delhi)","Delhi NCR",250.0
54,"Haridwar (Uttarakhand)","Haridwar",12.0
54,"Hisar (Haryana)","Hisar",231.0
54,"Hosur_Dc (Tamil Nadu)","Hosur",30.0
54,"Howrah_Shibpur (West Bengal)","Howrah",89.0
54,"Hubli_Dc (Karnataka)","Hubli",32.0
54,"Hyd-Ecil (Andhra Pradesh)","Hyderabad",1.0
54,"Hyd_Abids_Dc (Andhra Pradesh)","Hyderabad",45.0
54,"Hyd_Attapur_Dc (Andhra Pradesh)","Hyderabad",1.0
54,"Hyd_Balanagar (Andhra Pradesh)","Hyderabad",9.0
54,"Hyd_Banjarahills_DC (Andhra Pradesh)","Hyderabad",9.0
54,"Hyd_BkGuda_Dc (Andhra Pradesh)","Hyderabad",3.0
54,"Hyd_East (Andhra Pradesh)","Hyderabad",74.0
54,"Hyd_Hub (Andhra Pradesh)","Hyderabad",879.0
54,"Hyd_Jeedimetla_Dc (Andhra Pradesh)","Hyderabad",2.0
54,"Hyd_Kavadiguda_PC (Andhra Pradesh)","Hyderabad",1.0
54,"Hyd_Kukatpally_PC (Andhra Pradesh)","Hyderabad",16.0
54,"Hyd_LB-Nagar_Dc (Andhra Pradesh)","Hyderabad",5.0
54,"Hyd_Madhapur (Andhra Pradesh)","Hyderabad",11.0
54,"Hyd_Miyapur_Dc (Andhra Pradesh)","Hyderabad",1.0
54,"Hyd_North (Andhra Pradesh)","Hyderabad",24.0
54,"Hyd_Sayeedabad_Dc (Andhra Pradesh)","Hyderabad",26.0
54,"Hyd_Tolichowki_Dc (Andhra Pradesh)","Hyderabad",4.0
54,"Hyd_Trimulgherry_Dc (Andhra Pradesh)","Hyderabad",14.0
54,"Hyd_Uppal_Dc (Andhra Pradesh)","Hyderabad",3.0
54,"Indore_Las (Madhya Pradesh)","Indore",290.0
54,"Jabalpur (Madhya Pradesh)","Jabalpur",5.0
54,"Jaipur_Hub (Rajasthan)","Jaipur",1293.0
54,"Jalandhar_DC (Punjab)","Jalandhar",6.0
54,"Jalandhar_Sodal Road (Punjab)","Jalandhar",437.0
54,"Jammu_SubhashNagar_DC (Jammu & Kashmir)","Jammu",112.0
54,"Jamnagar_Dc (Gujarat)","Jamnagar",9.0
54,"Jodhpur (Rajasthan)","Jodhpur",85.0
54,"Kanpur (Uttar Pradesh)","Kanpur",224.0
54,"Karnal (Haryana)","Karnal",59.0
54,"Karur (Tamil Nadu)","Karur",17.0
54,"Kirtinagar_PC (Delhi)","Delhi NCR",5530.0
54,"Kolhapur_DC (Maharashtra)","Kolhapur",54.0
54,"Kota (Rajasthan)","Kota",21.0
54,"LowerParel_CP (Maharashtra)","Mumbai",2.0
54,"Lucknow (Uttar Pradesh)","Lucknow",55.0
54,"Lucknow_Aliganj (Uttar Pradesh)","Lucknow",71.0
54,"Lucknow_Gomti Nagar (Uttar Pradesh)","Lucknow",17.0
54,"Lucknow_Indira Nagar (Uttar Pradesh)","Lucknow",4.0
54,"Lucknow_Vishnu Lok (Uttar Pradesh)","Lucknow",61.0
54,"Ludhiana_Dugri (Punjab)","Ludhiana",168.0
54,"Madurai (Tamil Nadu)","Madurai",54.0
54,"Mangalore (Karnataka)","Mangalore",6.0
54,"Meerut (Uttar Pradesh)","Meerut",201.0
54,"Mehedipatnam (Andhra Pradesh)","Hyderabad",9.0
54,"Moradabad_DC (Uttar Pradesh)","Bareilly",626.0
54,"Mumbai Borivali (Maharashtra)","Mumbai",16.0
54,"Mumbai Hub (Maharashtra)","Mumbai",7.0
54,"Mumbai South (Maharashtra)","Mumbai",2.0
54,"Mumbai_Andheri_PC (Maharashtra)","Mumbai",4074.0
54,"Mumbai_Fort _Dc (Maharashtra)","Mumbai",1.0
54,"Mumbai_Jogeshwari_Dc (Maharashtra)","Mumbai",7.0
54,"Mumbai_Kalyan (Maharashtra)","Mumbai",2.0
54,"Mumbai_MaladWest_CP (Maharashtra)","Mumbai",4.0
54,"Mysore (Karnataka)","Mysore",50.0
54,"Nagpur_Bajajnagar_Dc (Maharashtra)","Nagpur",109.0
54,"Nalasopara (Maharashtra)","Mumbai",2.0
54,"Nanded_Dc (Maharashtra)","Nanded",6.0
54,"Nashik Road (Maharashtra)","Nashik",38.0
54,"North BLR (Karnataka)","Bangalore",3.0
54,"PNQ Marketyard DPC (Maharashtra)","Pune",2.0
54,"Panaji Goa (Goa)","Goa",1.0
54,"Panipat_PC (Haryana)","Panipat",769.0
54,"Patiala (Punjab)","Patiala",21.0
54,"Patna_1 (Bihar)","Patna",18.0
54,"Pondicherry (Pondicherry)","Pondicherry",128.0
54,"Pune Fatima Nagar (Maharashtra)","Pune",5.0
54,"Pune Hub (Maharashtra)","Pune",244.0
54,"Raipur_DC (Chhattisgarh)","Raipur",155.0
54,"Raipur_Sunder Nagar_DC (Chhattisgarh)","Raipur",183.0
54,"Rajkot (Gujarat)","Rajkot",387.0
54,"Ranchi_1 (Jharkhand)","Ranchi",66.0
54,"Rohtak (Haryana)","Rohtak",37.0
54,"Rourkela (Orissa)","Rourkela",4.0
54,"Rudrapur (Uttarakhand)","Rudrapur",68.0
54,"Salem (Tamil Nadu)","Salem",16.0
54,"Sangli_Dc (Maharashtra)","Sangli",13.0
54,"Silvassa_DC (Gujarat)","Silvassa",14.0
54,"Solapur_DC (Maharashtra)","Solapur",3.0
54,"Sonipat (Haryana)","Sonipat",37.0
54,"Star CJ implant (Maharashtra)","Mumbai",607.0
54,"Surat_Magob_Dc (Gujarat)","Surat",2697.0
54,"Surat_Pc (Gujarat)","Surat",1574.0
54,"Tiruchi (Tamil Nadu)","Tiruchi",7.0
54,"Tirupati (Andhra Pradesh)","Tirupati",5.0
54,"Tirupur (Tamil Nadu)","Tirupur",508.0
54,"Udaipur_DC (Rajasthan)","Udaipur",66.0
54,"Udupi (Karnataka)","Mangalore",1.0
54,"Ujjain (Madhya Pradesh)","Ujjain",6.0
54,"Vadodara (Gujarat)","Vadodara",243.0
54,"Valsad_DC (Gujarat)","Vapi",1.0
54,"Vapi (Gujarat)","Vapi",17.0
54,"Varanasi (Uttar Pradesh)","Varanasi",63.0
54,"Vellore_DC (Tamil Nadu)","Vellore",8.0
54,"Vijayawada (Andhra Pradesh)","Vijayawada",26.0
54,"Vizag_Gajuwaka (Andhra Pradesh)","Vishakhapatnam",1.0
54,"cuttack (Orissa)","Cuttack",2.0
54,"dhanbad (Jharkhand)","Dhanbad",7.0
54,"jammu_Central (Jammu & Kashmir)","Jammu",25.0
54,"jamshedpur (Jharkhand)","Jamshedpur",10.0
54,"srinagar_south (Jammu & Kashmir)","Srinagar",2.0
55,,,282.0
55,"AMD_PC (Gujarat)","Ahmedabad",2990.0
55,"Agra (Uttar Pradesh)","Agra",362.0
55,"Airport (Tamil Nadu)","Chennai",11.0
55,"Ajmer_DC (Rajasthan)","Ajmer",51.0
55,"Aligarh (Uttar Pradesh)","Aligarh",27.0
55,"Allahabad (Uttar Pradesh)","Allahabad",11.0
55,"Ambala (Haryana)","Ambala",194.0
55,"Amritsar_DC (Punjab)","Amritsar",275.0
55,"Anand_Dc (Gujarat)","Anand",23.0
55,"Aurangabad (Maharashtra)","Aurangabad",44.0
55,"Ayanambakkam (Tamil Nadu)","Chennai",4.0
55,"BLR_HSR_Layout_PC (Karnataka)","Bangalore",107.0
55,"BLR_HegdeNagar_PC (Karnataka)","Bangalore",5585.0
55,"BLR_Hub (Karnataka)","Bangalore",3.0
55,"BLR_JPNagar_Pc (Karnataka)","Bangalore",22.0
55,"BLR_Tippasandra_DPC (Karnataka)","Bangalore",1.0
55,"Bareilly (Uttar Pradesh)","Bareilly",37.0
55,"Begumpet HYD (Andhra Pradesh)","Hyderabad",24.0
55,"Belgaum_Dc (Karnataka)","Belgaum",36.0
55,"Bengaluru_Banaswadi_Dc (Karnataka)","Bangalore",3.0
55,"Bengaluru_Bellandur (Karnataka)","Bangalore",6.0
55,"Bengaluru_East (Karnataka)","Bangalore",2.0
55,"Bengaluru_Marathalli_Dc (Karnataka)","Bangalore",16.0
55,"Bengaluru_Mathikere_Dc (Karnataka)","Bangalore",2.0
55,"Bengaluru_Nandinilayout_Dc (Karnataka)","Bangalore",42.0
55,"Bengaluru_RTNagar_Dc (Karnataka)","Bangalore",5.0
55,"Bengaluru_Rajajinagar_Dc (Karnataka)","Bangalore",24.0
55,"Bengaluru_South (Karnataka)","Bangalore",1.0
55,"Bengaluru_Vijayanagar_Dc (Karnataka)","Bangalore",48.0
55,"Bengaluru_West (Karnataka)","Bangalore",6.0
55,"Bengaluru_Whitefield_Dc (Karnataka)","Bangalore",1.0
55,"Bengaluru_Yelahanka_Dc (Karnataka)","Bangalore",10.0
55,"Berhampur_DC (Orissa)","Behrampur",38.0
55,"Bhatinda (Punjab)","Bhatinda",15.0
55,"Bhavnagar_Dc (Gujarat)","Bhavnagar",11.0
55,"Bhiwandi_Pc (Maharashtra)","Mumbai",3589.0
55,"Bhiwandi_RPC (Maharashtra)","Mumbai",59.0
55,"Bhopal_Hub (Madhya Pradesh)","Bhopal",7.0
55,"Bhopal_Kartar Arcade (Madhya Pradesh)","Bhopal",3.0
55,"Bhubaneshwar_1 (Orissa)","Bhubaneshwar",54.0
55,"Bhubaneswar_Patia (Orissa)","Bhubaneshwar",1.0
55,"Bikaner_DC (Rajasthan)","Bikaner",14.0
55,"Blr_Domlur (Karnataka)","Bangalore",332.0
55,"Blr_Ganabharathi (Karnataka)","Bangalore",63.0
55,"CCU_DumDum_DPC (West Bengal)","Kolkata",112.0
55,"CCU_Gopalpur_PC (West Bengal)","Kolkata",1953.0
55,"CCU_New Alipore_DPC (West Bengal)","Kolkata",178.0
55,"CJB (Tamil Nadu)","Coimbatore",9.0
55,"Central Goa (Goa)","Goa",6.0
55,"Chandigarh_Hub (Chandigarh)","Chandigarh",303.0
55,"Chennai_Alandur _Pc (Tamil Nadu)","Chennai",895.0
55,"Chennai_AshokNagar_DC (Tamil Nadu)","Chennai",20.0
55,"Chennai_Avadi (Tamil Nadu)","Chennai",5.0
55,"Chennai_Mylapore (Tamil Nadu)","Chennai",4.0
55,"Chennai_Porur_DC (Tamil Nadu)","Chennai",2.0
55,"Cjb_Hub (Tamil Nadu)",,1.0
55,"Cjb_Hub (Tamil Nadu)","Coimbatore",60.0
55,"Cjb_West_Dc (Tamil Nadu)","Coimbatore",22.0
55,"Dehradun (Uttarakhand)","Dehradun",65.0
55,"Del_B_RPC (Delhi)","Delhi NCR",1415.0
55,"Del_Okhla_PC (Delhi)","Delhi NCR",9984.0
55,"Delhi_S_PC (Delhi)","Delhi NCR",7344.0
55,"Dhanbad_Hirapur (Jharkhand)","Dhanbad",2.0
55,"Dharwad_Dc (Karnataka)","Hubli",9.0
55,"Durg_Bhilai_DC (Chhattisgarh)","Durg-Bhilainagar",7.0
55,"Erode (Tamil Nadu)","Erode",26.0
55,"GGN_Gateway (Haryana)",,1.0
55,"GGN_Gateway (Haryana)","Delhi NCR",5663.0
55,"GZB_Mohan_Nagar_DPC (Uttar Pradesh)","Delhi NCR",118.0
55,"Goa_Margao_Dc (Goa)","Goa",1.0
55,"Goa_Ponda_Dc (Goa)","Goa",14.0
55,"Gorakhpur (Uttar Pradesh)","Gorakhpur",18.0
55,"Gulbarga (Karnataka)","Gulbarga",5.0
55,"Guntur_DC (Andhra Pradesh)","Guntur",2.0
55,"Guwahati_Chandmari (Assam)","Guwahati",1.0
55,"Guwahati_East (Assam)","Guwahati",6.0
55,"Guwahati_North (Assam)","Guwahati",4.0
55,"Guwahati_Sixmile (Assam)","Guwahati",2.0
55,"Guwahati_South (Assam)","Guwahati",2.0
55,"Guwahati_West (Assam)","Guwahati",4.0
55,"Gwalior_DC (Madhya Pradesh)","Gwalior",85.0
55,"HBR Layout PC (Karnataka)","Bangalore",3.0
55,"HQ (Haryana)","Delhi NCR",1.0
55,"HS18 Daruhera Implant (Delhi)","Delhi NCR",534.0
55,"Haridwar (Uttarakhand)","Haridwar",14.0
55,"Hathras (Uttar Pradesh)","Hathras",12.0
55,"Hisar (Haryana)","Hisar",143.0
55,"Hospet (Karnataka)","Hospet",1.0
55,"Hosur_Dc (Tamil Nadu)","Hosur",21.0
55,"Howrah_Shibpur (West Bengal)","Howrah",97.0
55,"Hubli_Dc (Karnataka)","Hubli",14.0
55,"Hyd-Ecil (Andhra Pradesh)","Hyderabad",14.0
55,"Hyd_Abids_Dc (Andhra Pradesh)","Hyderabad",7.0
55,"Hyd_Attapur_Dc (Andhra Pradesh)","Hyderabad",1.0
55,"Hyd_Balanagar (Andhra Pradesh)","Hyderabad",1.0
55,"Hyd_Banjarahills_DC (Andhra Pradesh)","Hyderabad",9.0
55,"Hyd_BkGuda_Dc (Andhra Pradesh)","Hyderabad",5.0
55,"Hyd_Chandanagar_Dc (Andhra Pradesh)","Hyderabad",1.0
55,"Hyd_East (Andhra Pradesh)","Hyderabad",78.0
55,"Hyd_Gachibowli (Andhra Pradesh)","Hyderabad",1.0
55,"Hyd_Hub (Andhra Pradesh)","Hyderabad",531.0
55,"Hyd_Jeedimetla_Dc (Andhra Pradesh)","Hyderabad",5.0
55,"Hyd_Kukatpally_PC (Andhra Pradesh)","Hyderabad",26.0
55,"Hyd_LB-Nagar_Dc (Andhra Pradesh)","Hyderabad",6.0
55,"Hyd_Madhapur (Andhra Pradesh)","Hyderabad",9.0
55,"Hyd_North (Andhra Pradesh)","Hyderabad",5.0
55,"Hyd_Sayeedabad_Dc (Andhra Pradesh)","Hyderabad",14.0
55,"Hyd_Tolichowki_Dc (Andhra Pradesh)","Hyderabad",1.0
55,"Hyd_Trimulgherry_Dc (Andhra Pradesh)","Hyderabad",5.0
55,"Hyd_Uppal_Dc (Andhra Pradesh)","Hyderabad",1.0
55,"Indore_Las (Madhya Pradesh)","Indore",417.0
55,"Jaipur_Hub (Rajasthan)","Jaipur",849.0
55,"Jalandhar_DC (Punjab)","Jalandhar",131.0
55,"Jalandhar_Sodal Road (Punjab)","Jalandhar",152.0
