_id.dl_date,_id.dl_zn,_id.dl_time,dl_count
32,,0,11.0
32,,1,69.0
32,,2,5.0
32,,3,3.0
32,,6,1.0
32,,8,2.0
32,,40,2.0
32,"A",0,232.0
32,"A",1,1530.0
32,"A",2,265.0
32,"A",3,62.0
32,"A",4,14.0
32,"A",5,13.0
32,"A",6,1.0
32,"A",7,2.0
32,"A",8,3.0
32,"A",9,1.0
32,"A",11,1.0
32,"A",40,20.0
32,"B",0,1.0
32,"B",1,1394.0
32,"B",2,1646.0
32,"B",3,686.0
32,"B",4,180.0
32,"B",5,98.0
32,"B",6,33.0
32,"B",7,6.0
32,"B",8,19.0
32,"B",9,8.0
32,"B",10,5.0
32,"B",12,1.0
32,"B",26,1.0
32,"B",40,18.0
32,"C",0,3.0
32,"C",1,1088.0
32,"C",2,4724.0
32,"C",3,2076.0
32,"C",4,417.0
32,"C",5,89.0
32,"C",6,37.0
32,"C",7,8.0
32,"C",8,21.0
32,"C",9,6.0
32,"C",10,2.0
32,"C",11,2.0
32,"C",12,1.0
32,"C",13,3.0
32,"C",14,2.0
32,"C",15,1.0
32,"C",18,1.0
32,"C",19,1.0
32,"C",20,1.0
32,"C",40,44.0
32,"D",0,4.0
32,"D",1,755.0
32,"D",2,4944.0
32,"D",3,5938.0
32,"D",4,3448.0
32,"D",5,1576.0
32,"D",6,539.0
32,"D",7,114.0
32,"D",8,103.0
32,"D",9,57.0
32,"D",10,24.0
32,"D",11,26.0
32,"D",12,35.0
32,"D",13,7.0
32,"D",14,4.0
32,"D",15,4.0
32,"D",16,17.0
32,"D",17,1.0
32,"D",18,1.0
32,"D",20,1.0
32,"D",25,1.0
32,"D",40,147.0
32,"E",2,57.0
32,"E",3,188.0
32,"E",4,443.0
32,"E",5,884.0
32,"E",6,906.0
32,"E",7,316.0
32,"E",8,505.0
32,"E",9,310.0
32,"E",10,110.0
32,"E",11,212.0
32,"E",12,322.0
32,"E",13,157.0
32,"E",14,11.0
32,"E",15,6.0
32,"E",16,72.0
32,"E",17,217.0
32,"E",18,164.0
32,"E",19,17.0
32,"E",20,2.0
32,"E",21,1.0
32,"E",22,4.0
32,"E",40,68.0
33,,0,103.0
33,,1,130.0
33,,2,9.0
33,,3,4.0
33,,4,1.0
33,,5,1.0
33,,7,1.0
33,,13,1.0
33,,39,41.0
33,"A",0,1228.0
33,"A",1,4385.0
33,"A",2,752.0
33,"A",3,111.0
33,"A",4,41.0
33,"A",5,31.0
33,"A",6,6.0
33,"A",7,6.0
33,"A",8,3.0
33,"A",9,11.0
33,"A",11,1.0
33,"A",12,8.0
33,"A",13,4.0
33,"A",14,2.0
33,"A",19,6.0
33,"A",23,1.0
33,"A",24,1.0
33,"A",26,3.0
33,"A",33,1.0
33,"A",39,37.0
33,"B",0,190.0
33,"B",1,2101.0
33,"B",2,2697.0
33,"B",3,1092.0
33,"B",4,257.0
33,"B",5,174.0
33,"B",6,9.0
33,"B",7,43.0
33,"B",8,10.0
33,"B",9,21.0
33,"B",10,14.0
33,"B",11,5.0
33,"B",12,1.0
33,"B",13,2.0
33,"B",14,7.0
33,"B",18,4.0
33,"B",21,1.0
33,"B",24,1.0
33,"B",28,1.0
33,"B",39,43.0
33,"C",0,267.0
33,"C",1,3319.0
33,"C",2,9695.0
33,"C",3,3588.0
33,"C",4,762.0
33,"C",5,209.0
33,"C",6,19.0
33,"C",7,109.0
33,"C",8,28.0
33,"C",9,5.0
33,"C",10,26.0
33,"C",11,5.0
33,"C",12,14.0
33,"C",13,2.0
33,"C",14,5.0
33,"C",15,1.0
33,"C",16,2.0
33,"C",18,2.0
33,"C",19,1.0
33,"C",20,3.0
33,"C",21,3.0
33,"C",23,2.0
33,"C",24,1.0
33,"C",25,1.0
33,"C",28,1.0
33,"C",36,1.0
33,"C",39,96.0
33,"D",0,776.0
33,"D",1,1546.0
33,"D",2,8396.0
33,"D",3,10477.0
33,"D",4,5766.0
33,"D",5,3004.0
33,"D",6,525.0
33,"D",7,933.0
33,"D",8,288.0
33,"D",9,205.0
33,"D",10,64.0
33,"D",11,33.0
33,"D",12,12.0
33,"D",13,7.0
33,"D",14,18.0
33,"D",15,7.0
33,"D",16,3.0
33,"D",18,1.0
33,"D",20,1.0
33,"D",21,5.0
33,"D",23,3.0
33,"D",24,2.0
33,"D",28,2.0
33,"D",33,5.0
33,"D",35,3.0
33,"D",37,1.0
33,"D",39,567.0
33,"E",0,25.0
33,"E",1,69.0
33,"E",2,204.0
33,"E",3,559.0
33,"E",4,989.0
33,"E",5,1118.0
33,"E",6,475.0
33,"E",7,610.0
33,"E",8,395.0
33,"E",9,255.0
33,"E",10,480.0
33,"E",11,374.0
33,"E",12,279.0
33,"E",13,31.0
33,"E",14,70.0
33,"E",15,119.0
33,"E",16,147.0
33,"E",17,136.0
33,"E",18,35.0
33,"E",19,4.0
33,"E",20,2.0
33,"E",21,3.0
33,"E",39,95.0
34,,0,68.0
34,,1,229.0
34,,2,17.0
34,,3,7.0
34,,4,4.0
34,,6,2.0
34,,38,13.0
34,"A",0,1930.0
34,"A",1,5987.0
34,"A",2,354.0
34,"A",3,81.0
34,"A",4,36.0
34,"A",5,13.0
34,"A",6,25.0
34,"A",7,7.0
34,"A",8,8.0
34,"A",9,2.0
34,"A",10,3.0
34,"A",11,2.0
34,"A",20,1.0
34,"A",22,1.0
34,"A",28,1.0
34,"A",38,205.0
34,"B",0,429.0
34,"B",1,3816.0
34,"B",2,3207.0
34,"B",3,1028.0
34,"B",4,289.0
34,"B",5,33.0
34,"B",6,85.0
34,"B",7,16.0
34,"B",8,12.0
34,"B",9,8.0
34,"B",10,7.0
34,"B",11,2.0
34,"B",12,1.0
34,"B",13,2.0
34,"B",14,1.0
34,"B",17,5.0
34,"B",34,1.0
34,"B",38,42.0
34,"C",0,456.0
34,"C",1,4461.0
34,"C",2,14478.0
34,"C",3,3640.0
34,"C",4,695.0
34,"C",5,75.0
34,"C",6,782.0
34,"C",7,147.0
34,"C",8,31.0
34,"C",9,18.0
34,"C",10,10.0
34,"C",11,18.0
34,"C",12,2.0
34,"C",13,10.0
34,"C",14,1.0
34,"C",15,2.0
34,"C",17,2.0
34,"C",18,1.0
34,"C",20,1.0
34,"C",21,2.0
34,"C",23,1.0
34,"C",24,1.0
34,"C",38,133.0
34,"D",0,846.0
34,"D",1,2398.0
34,"D",2,13269.0
34,"D",3,13170.0
34,"D",4,7518.0
34,"D",5,1112.0
34,"D",6,1933.0
34,"D",7,692.0
34,"D",8,261.0
34,"D",9,98.0
34,"D",10,25.0
34,"D",11,30.0
34,"D",12,7.0
34,"D",13,20.0
34,"D",14,6.0
34,"D",15,5.0
34,"D",16,2.0
34,"D",17,3.0
34,"D",20,1.0
34,"D",22,1.0
34,"D",24,1.0
34,"D",28,1.0
34,"D",29,1.0
34,"D",38,479.0
34,"E",0,36.0
34,"E",1,69.0
34,"E",2,225.0
34,"E",3,885.0
34,"E",4,1154.0
34,"E",5,948.0
34,"E",6,1342.0
34,"E",7,530.0
34,"E",8,440.0
34,"E",9,601.0
34,"E",10,498.0
34,"E",11,457.0
34,"E",12,47.0
34,"E",13,135.0
34,"E",14,137.0
34,"E",15,236.0
34,"E",16,150.0
34,"E",17,56.0
34,"E",18,24.0
34,"E",19,1.0
34,"E",20,29.0
34,"E",21,7.0
34,"E",30,1.0
34,"E",38,159.0
35,,0,111.0
35,,1,163.0
35,,2,13.0
35,,3,3.0
35,,5,1.0
35,,6,1.0
35,,37,8.0
35,"A",0,797.0
35,"A",1,5152.0
35,"A",2,590.0
35,"A",3,80.0
35,"A",4,19.0
35,"A",5,26.0
35,"A",6,2.0
35,"A",7,7.0
35,"A",8,5.0
35,"A",9,3.0
35,"A",10,2.0
35,"A",11,5.0
35,"A",12,10.0
35,"A",14,1.0
35,"A",17,2.0
35,"A",18,1.0
35,"A",19,2.0
35,"A",24,2.0
35,"A",31,3.0
35,"A",37,34.0
35,"B",0,453.0
35,"B",1,2660.0
35,"B",2,2773.0
35,"B",3,904.0
35,"B",4,138.0
35,"B",5,173.0
35,"B",6,30.0
35,"B",7,10.0
35,"B",8,11.0
35,"B",9,14.0
35,"B",10,2.0
35,"B",12,12.0
35,"B",13,3.0
35,"B",14,1.0
35,"B",16,1.0
35,"B",19,1.0
35,"B",22,1.0
35,"B",26,1.0
35,"B",37,50.0
35,"C",0,652.0
35,"C",1,3152.0
35,"C",2,10109.0
35,"C",3,3085.0
35,"C",4,265.0
35,"C",5,1364.0
35,"C",6,157.0
35,"C",7,25.0
35,"C",8,19.0
35,"C",9,6.0
35,"C",10,3.0
35,"C",11,2.0
35,"C",12,3.0
35,"C",14,1.0
35,"C",15,1.0
35,"C",19,13.0
35,"C",21,1.0
35,"C",22,1.0
35,"C",30,1.0
35,"C",37,131.0
35,"D",0,1178.0
35,"D",1,2495.0
35,"D",2,8971.0
35,"D",3,11143.0
35,"D",4,1893.0
35,"D",5,4657.0
35,"D",6,1382.0
35,"D",7,367.0
35,"D",8,121.0
35,"D",9,67.0
35,"D",10,29.0
35,"D",11,8.0
35,"D",12,49.0
35,"D",13,9.0
35,"D",14,4.0
35,"D",15,2.0
35,"D",16,4.0
35,"D",17,2.0
35,"D",19,6.0
35,"D",20,5.0
35,"D",21,5.0
35,"D",22,1.0
35,"D",23,4.0
35,"D",28,1.0
35,"D",31,1.0
35,"D",37,536.0
35,"E",0,57.0
35,"E",1,53.0
35,"E",2,236.0
35,"E",3,613.0
35,"E",4,539.0
35,"E",5,891.0
35,"E",6,428.0
35,"E",7,714.0
35,"E",8,397.0
35,"E",9,540.0
35,"E",10,340.0
35,"E",11,10.0
35,"E",12,96.0
35,"E",13,55.0
35,"E",14,94.0
35,"E",15,111.0
35,"E",16,28.0
35,"E",17,54.0
35,"E",18,4.0
35,"E",19,41.0
35,"E",20,2.0
35,"E",22,2.0
35,"E",37,256.0
36,,0,80.0
36,,1,146.0
36,,2,15.0
36,,4,4.0
36,,5,1.0
36,,36,22.0
36,"A",0,965.0
36,"A",1,5201.0
36,"A",2,265.0
36,"A",3,112.0
36,"A",4,75.0
36,"A",5,14.0
36,"A",6,10.0
36,"A",7,2.0
36,"A",8,2.0
36,"A",9,3.0
36,"A",10,1.0
36,"A",11,3.0
36,"A",12,1.0
36,"A",13,1.0
36,"A",14,1.0
36,"A",15,1.0
36,"A",19,1.0
36,"A",36,285.0
36,"B",0,330.0
36,"B",1,2526.0
36,"B",2,2675.0
36,"B",3,334.0
36,"B",4,536.0
36,"B",5,90.0
36,"B",6,20.0
36,"B",7,9.0
36,"B",8,10.0
36,"B",9,6.0
36,"B",11,31.0
36,"B",12,2.0
36,"B",13,1.0
36,"B",15,2.0
36,"B",18,1.0
36,"B",21,1.0
36,"B",28,1.0
36,"B",36,36.0
36,"C",0,229.0
36,"C",1,3630.0
36,"C",2,8201.0
36,"C",3,1571.0
36,"C",4,4072.0
36,"C",5,379.0
36,"C",6,48.0
36,"C",7,30.0
36,"C",8,31.0
36,"C",9,13.0
36,"C",10,2.0
36,"C",11,7.0
36,"C",13,1.0
36,"C",14,2.0
36,"C",15,8.0
36,"C",16,4.0
36,"C",20,1.0
36,"C",22,3.0
36,"C",23,1.0
36,"C",26,1.0
36,"C",34,2.0
36,"C",36,110.0
36,"D",0,482.0
36,"D",1,1790.0
36,"D",2,8776.0
36,"D",3,3521.0
36,"D",4,10458.0
36,"D",5,2895.0
36,"D",6,713.0
36,"D",7,344.0
36,"D",8,155.0
36,"D",9,55.0
36,"D",10,10.0
36,"D",11,32.0
36,"D",12,5.0
36,"D",13,10.0
36,"D",14,2.0
36,"D",15,7.0
36,"D",16,5.0
36,"D",18,4.0
36,"D",19,1.0
36,"D",20,4.0
36,"D",36,857.0
36,"E",0,26.0
36,"E",1,137.0
36,"E",2,273.0
36,"E",3,232.0
36,"E",4,651.0
36,"E",5,509.0
36,"E",6,1052.0
36,"E",7,495.0
36,"E",8,869.0
36,"E",9,509.0
36,"E",10,23.0
36,"E",11,166.0
36,"E",12,48.0
36,"E",13,65.0
36,"E",14,53.0
36,"E",15,75.0
36,"E",16,45.0
36,"E",17,8.0
36,"E",18,36.0
36,"E",19,4.0
36,"E",20,1.0
36,"E",36,85.0
37,,0,69.0
37,,1,143.0
37,,2,1.0
37,,3,7.0
37,,4,3.0
37,,5,1.0
37,,8,1.0
37,,11,1.0
37,,35,50.0
37,"A",0,741.0
37,"A",1,3009.0
37,"A",2,832.0
37,"A",3,1298.0
37,"A",4,81.0
37,"A",5,25.0
37,"A",6,7.0
37,"A",7,5.0
37,"A",8,3.0
37,"A",10,2.0
37,"A",35,38.0
37,"B",0,514.0
37,"B",1,2544.0
37,"B",2,1448.0
37,"B",3,1602.0
37,"B",4,260.0
37,"B",5,82.0
37,"B",6,52.0
37,"B",7,22.0
37,"B",8,3.0
37,"B",9,1.0
37,"B",10,5.0
37,"B",11,1.0
37,"B",12,3.0
37,"B",14,2.0
37,"B",15,1.0
37,"B",20,1.0
37,"B",21,1.0
37,"B",32,1.0
37,"B",35,126.0
37,"C",0,524.0
37,"C",1,2349.0
37,"C",2,4337.0
37,"C",3,10724.0
37,"C",4,687.0
37,"C",5,282.0
37,"C",6,148.0
37,"C",7,79.0
37,"C",8,25.0
37,"C",9,2.0
37,"C",10,12.0
37,"C",11,2.0
37,"C",12,9.0
37,"C",13,6.0
37,"C",15,1.0
37,"C",17,1.0
37,"C",35,193.0
37,"D",0,1146.0
37,"D",1,1834.0
37,"D",2,3038.0
37,"D",3,14818.0
37,"D",4,5863.0
37,"D",5,2066.0
37,"D",6,718.0
37,"D",7,334.0
37,"D",8,116.0
37,"D",9,20.0
37,"D",10,49.0
37,"D",11,40.0
37,"D",12,12.0
37,"D",13,5.0
37,"D",14,4.0
37,"D",15,2.0
37,"D",17,5.0
37,"D",19,1.0
37,"D",20,1.0
37,"D",21,1.0
37,"D",22,1.0
37,"D",23,1.0
37,"D",24,1.0
37,"D",26,1.0
37,"D",35,910.0
37,"E",0,60.0
37,"E",1,25.0
37,"E",2,81.0
37,"E",3,649.0
37,"E",4,589.0
37,"E",5,1087.0
37,"E",6,406.0
37,"E",7,328.0
37,"E",8,569.0
37,"E",9,47.0
37,"E",10,374.0
37,"E",11,86.0
37,"E",12,53.0
37,"E",13,58.0
37,"E",14,67.0
37,"E",15,21.0
37,"E",16,2.0
37,"E",17,68.0
37,"E",18,12.0
37,"E",20,2.0
37,"E",21,1.0
37,"E",25,1.0
37,"E",35,34.0
38,,0,39.0
38,,1,47.0
38,,2,78.0
38,,3,2.0
38,,4,3.0
38,,5,2.0
38,,6,1.0
38,,34,17.0
38,"A",0,498.0
38,"A",1,1877.0
38,"A",2,1255.0
38,"A",3,132.0
38,"A",4,33.0
38,"A",5,29.0
38,"A",6,4.0
38,"A",7,5.0
38,"A",9,2.0
38,"A",12,5.0
38,"A",13,1.0
38,"A",17,1.0
38,"A",34,26.0
38,"B",0,493.0
38,"B",1,771.0
38,"B",2,2726.0
38,"B",3,482.0
38,"B",4,171.0
38,"B",5,92.0
38,"B",6,39.0
38,"B",7,15.0
38,"B",8,5.0
38,"B",9,6.0
38,"B",10,3.0
38,"B",11,11.0
38,"B",12,5.0
38,"B",13,1.0
38,"B",14,1.0
38,"B",17,1.0
38,"B",18,1.0
38,"B",21,1.0
38,"B",34,108.0
38,"C",0,479.0
38,"C",1,536.0
38,"C",2,9395.0
38,"C",3,1813.0
38,"C",4,419.0
38,"C",5,140.0
38,"C",6,71.0
38,"C",7,21.0
38,"C",8,1.0
38,"C",9,12.0
38,"C",10,3.0
38,"C",11,4.0
38,"C",13,15.0
38,"C",14,9.0
38,"C",17,3.0
38,"C",20,1.0
38,"C",24,1.0
38,"C",26,1.0
38,"C",27,6.0
38,"C",30,1.0
38,"C",34,57.0
38,"D",0,1156.0
38,"D",1,467.0
38,"D",2,7186.0
38,"D",3,8455.0
38,"D",4,4322.0
38,"D",5,1777.0
38,"D",6,848.0
38,"D",7,343.0
38,"D",8,95.0
38,"D",9,156.0
38,"D",10,33.0
38,"D",11,22.0
38,"D",12,27.0
38,"D",13,8.0
38,"D",14,15.0
38,"D",15,1.0
38,"D",16,8.0
38,"D",17,3.0
38,"D",18,3.0
38,"D",20,1.0
38,"D",23,1.0
38,"D",24,1.0
38,"D",27,2.0
38,"D",34,1101.0
38,"E",0,46.0
38,"E",1,19.0
38,"E",2,156.0
38,"E",3,624.0
38,"E",4,399.0
38,"E",5,386.0
38,"E",6,303.0
38,"E",7,427.0
38,"E",8,81.0
38,"E",9,382.0
38,"E",10,106.0
38,"E",11,51.0
38,"E",12,82.0
38,"E",13,52.0
38,"E",14,56.0
38,"E",15,9.0
38,"E",16,109.0
38,"E",17,5.0
38,"E",19,14.0
38,"E",20,2.0
38,"E",24,1.0
38,"E",34,25.0
39,,0,15.0
39,,1,148.0
39,,2,7.0
39,,3,3.0
39,,6,5.0
39,,10,1.0
39,,33,14.0
39,"A",0,429.0
39,"A",1,2011.0
39,"A",2,470.0
39,"A",3,82.0
39,"A",4,12.0
39,"A",5,2.0
39,"A",6,2.0
39,"A",10,1.0
39,"A",11,3.0
39,"A",13,1.0
39,"A",16,3.0
39,"A",18,1.0
39,"A",33,31.0
39,"B",0,54.0
39,"B",1,1790.0
39,"B",2,1577.0
39,"B",3,375.0
39,"B",4,75.0
39,"B",5,36.0
39,"B",6,10.0
39,"B",7,2.0
39,"B",8,5.0
39,"B",9,2.0
39,"B",10,1.0
39,"B",11,6.0
39,"B",13,1.0
39,"B",15,1.0
39,"B",17,1.0
39,"B",33,31.0
39,"C",0,81.0
39,"C",1,3428.0
39,"C",2,4817.0
39,"C",3,1215.0
39,"C",4,250.0
39,"C",5,99.0
39,"C",6,21.0
39,"C",7,7.0
39,"C",8,13.0
39,"C",9,1.0
39,"C",10,2.0
39,"C",12,4.0
39,"C",13,5.0
39,"C",15,1.0
39,"C",16,1.0
39,"C",18,2.0
39,"C",26,14.0
39,"C",33,105.0
39,"D",0,303.0
39,"D",1,1702.0
39,"D",2,5460.0
39,"D",3,4632.0
39,"D",4,1573.0
39,"D",5,562.0
39,"D",6,182.0
39,"D",7,34.0
39,"D",8,59.0
39,"D",9,30.0
39,"D",10,7.0
39,"D",11,20.0
39,"D",12,3.0
39,"D",13,1.0
39,"D",15,2.0
39,"D",16,1.0
39,"D",17,1.0
39,"D",18,1.0
39,"D",19,3.0
39,"D",25,1.0
39,"D",33,577.0
39,"E",0,15.0
39,"E",1,11.0
39,"E",2,312.0
39,"E",3,437.0
39,"E",4,298.0
39,"E",5,243.0
39,"E",6,355.0
39,"E",7,75.0
39,"E",8,361.0
39,"E",9,174.0
39,"E",10,48.0
39,"E",11,37.0
39,"E",12,72.0
39,"E",13,39.0
39,"E",14,4.0
39,"E",15,64.0
39,"E",16,13.0
39,"E",33,7.0
40,,0,78.0
40,,1,105.0
40,,2,7.0
40,,3,6.0
40,,5,1.0
40,,7,3.0
40,,8,1.0
40,,32,29.0
40,"A",0,221.0
40,"A",1,4266.0
40,"A",2,1395.0
40,"A",3,159.0
40,"A",4,46.0
40,"A",5,24.0
40,"A",6,4.0
40,"A",7,8.0
40,"A",8,5.0
40,"A",9,6.0
40,"A",10,1.0
40,"A",11,7.0
40,"A",12,3.0
40,"A",14,3.0
40,"A",15,4.0
40,"A",16,1.0
40,"A",17,2.0
40,"A",19,1.0
40,"A",22,1.0
40,"A",32,91.0
40,"B",0,508.0
40,"B",1,1597.0
40,"B",2,3177.0
40,"B",3,1386.0
40,"B",4,274.0
40,"B",5,90.0
40,"B",6,19.0
40,"B",7,24.0
40,"B",8,8.0
40,"B",9,7.0
40,"B",10,6.0
40,"B",11,2.0
40,"B",12,2.0
40,"B",14,1.0
40,"B",15,15.0
40,"B",16,1.0
40,"B",22,1.0
40,"B",32,191.0
40,"C",0,456.0
40,"C",1,3255.0
40,"C",2,11546.0
40,"C",3,5436.0
40,"C",4,899.0
40,"C",5,208.0
40,"C",6,17.0
40,"C",7,64.0
40,"C",8,15.0
40,"C",9,12.0
40,"C",10,9.0
40,"C",11,3.0
40,"C",12,9.0
40,"C",14,6.0
40,"C",15,16.0
40,"C",16,2.0
40,"C",17,2.0
40,"C",18,2.0
40,"C",22,1.0
40,"C",23,1.0
40,"C",32,489.0
40,"D",0,1022.0
40,"D",1,1863.0
40,"D",2,11005.0
40,"D",3,11573.0
40,"D",4,7009.0
40,"D",5,2584.0
40,"D",6,467.0
40,"D",7,894.0
40,"D",8,300.0
40,"D",9,128.0
40,"D",10,24.0
40,"D",11,17.0
40,"D",12,9.0
40,"D",13,2.0
40,"D",14,15.0
40,"D",15,39.0
40,"D",16,3.0
40,"D",17,13.0
40,"D",18,5.0
40,"D",24,1.0
40,"D",25,1.0
40,"D",26,4.0
40,"D",32,1884.0
40,"E",0,45.0
40,"E",1,53.0
40,"E",2,353.0
40,"E",3,1006.0
40,"E",4,730.0
40,"E",5,714.0
40,"E",6,180.0
40,"E",7,804.0
40,"E",8,674.0
40,"E",9,261.0
40,"E",10,115.0
40,"E",11,126.0
40,"E",12,172.0
40,"E",13,14.0
40,"E",14,105.0
40,"E",15,49.0
40,"E",16,2.0
40,"E",17,6.0
40,"E",32,47.0
41,,0,49.0
41,,1,132.0
41,,2,4.0
41,,3,1.0
41,,4,3.0
41,,5,1.0
41,,31,17.0
41,"A",0,1068.0
41,"A",1,4812.0
41,"A",2,319.0
41,"A",3,58.0
41,"A",4,18.0
41,"A",5,5.0
41,"A",6,10.0
41,"A",7,4.0
41,"A",8,3.0
41,"A",9,3.0
41,"A",10,4.0
41,"A",13,4.0
41,"A",14,8.0
41,"A",15,2.0
41,"A",16,62.0
41,"A",17,3.0
41,"A",31,99.0
41,"B",0,522.0
41,"B",1,2492.0
41,"B",2,3081.0
41,"B",3,793.0
41,"B",4,156.0
41,"B",5,13.0
41,"B",6,21.0
41,"B",7,29.0
41,"B",8,12.0
41,"B",9,4.0
41,"B",11,1.0
41,"B",12,1.0
41,"B",13,6.0
41,"B",14,41.0
41,"B",15,26.0
41,"B",16,1.0
41,"B",17,2.0
41,"B",18,1.0
41,"B",20,2.0
41,"B",25,3.0
41,"B",31,165.0
41,"C",0,1270.0
41,"C",1,5101.0
41,"C",2,11370.0
41,"C",3,2887.0
41,"C",4,429.0
41,"C",5,35.0
41,"C",6,138.0
41,"C",7,39.0
41,"C",8,24.0
41,"C",9,7.0
41,"C",10,5.0
41,"C",11,1.0
41,"C",13,1.0
41,"C",14,26.0
41,"C",15,50.0
41,"C",16,7.0
41,"C",17,9.0
41,"C",18,5.0
41,"C",21,3.0
41,"C",22,1.0
41,"C",23,2.0
41,"C",25,20.0
41,"C",27,2.0
41,"C",31,174.0
41,"D",0,1113.0
41,"D",1,2941.0
41,"D",2,11386.0
41,"D",3,12401.0
41,"D",4,5494.0
41,"D",5,631.0
41,"D",6,1593.0
41,"D",7,486.0
41,"D",8,163.0
41,"D",9,96.0
41,"D",10,20.0
41,"D",11,21.0
41,"D",12,14.0
41,"D",13,24.0
41,"D",14,72.0
41,"D",15,38.0
41,"D",16,16.0
41,"D",17,16.0
41,"D",18,6.0
41,"D",19,1.0
41,"D",20,24.0
41,"D",21,4.0
41,"D",22,11.0
41,"D",25,31.0
41,"D",27,1.0
41,"D",31,1791.0
41,"E",0,28.0
41,"E",1,49.0
41,"E",2,649.0
41,"E",3,720.0
41,"E",4,896.0
41,"E",5,142.0
41,"E",6,821.0
41,"E",7,578.0
41,"E",8,550.0
41,"E",9,153.0
41,"E",10,131.0
41,"E",11,46.0
41,"E",12,20.0
41,"E",13,79.0
41,"E",14,13.0
41,"E",15,1.0
41,"E",16,2.0
41,"E",18,1.0
41,"E",23,1.0
41,"E",31,33.0
42,,0,59.0
42,,1,119.0
42,,2,8.0
42,,5,1.0
42,,6,1.0
42,,7,1.0
42,,30,17.0
42,"A",0,673.0
42,"A",1,3777.0
42,"A",2,326.0
42,"A",3,55.0
42,"A",4,28.0
42,"A",5,15.0
42,"A",6,7.0
42,"A",7,4.0
42,"A",8,2.0
42,"A",9,1.0
42,"A",10,1.0
42,"A",13,6.0
42,"A",15,3.0
42,"A",17,1.0
42,"A",30,50.0
42,"B",0,367.0
42,"B",1,2030.0
42,"B",2,2523.0
42,"B",3,532.0
42,"B",4,71.0
42,"B",5,93.0
42,"B",6,15.0
42,"B",7,14.0
42,"B",8,6.0
42,"B",9,3.0
42,"B",10,2.0
42,"B",12,1.0
42,"B",13,74.0
42,"B",15,3.0
42,"B",16,6.0
42,"B",17,1.0
